date,gross_pnl,execution_pnl,net_pnl
2022-04-12,-817.6100628930817,-813.4461833280103,-813.4461833280103
2022-04-13,1263.0603927380512,1242.842657759752,1242.842657759752
2022-04-18,-369.09871244635195,-347.6384800642226,-347.6384800642226
2022-04-19,-545.171339563863,-522.2678588827846,-522.2678588827846
2022-04-20,495.33437013996905,589.4473140597198,589.4473140597198
2022-04-21,-515.2292401410708,-530.8453922315308,-530.8453922315308
2022-04-22,913.4150873281305,942.88427432306,942.88427432306
2022-04-25,-643.9041830532714,-640.599966704318,-640.599966704318
2022-04-26,-587.1062992125984,-620.0286862730964,-620.0286862730964
2022-04-27,-703.9947609692207,-704.6819128140744,-704.6819128140744
2022-04-28,162.36162361623622,145.2477566257797,145.2477566257797
2022-04-29,392.3533778767634,351.4211862861349,351.4211862861349
2022-05-02,-41.007194244604236,-85.59416602105304,-85.59416602105304
2022-05-04,-820.6012814194185,-833.4680448917502,-833.4680448917502
2022-05-05,763.545429285913,805.8743772466421,805.8743772466421
2022-05-06,462.4553039332538,433.5626783017284,433.5626783017284
2022-05-09,19.60784313725494,7.591061027420467,7.591061027420467
2022-05-10,-266.3153627888123,-297.68507593799626,-297.68507593799626
2022-05-11,1321.7753120665745,1260.1897548632728,1260.1897548632728
2022-05-12,-423.10778282963355,-414.03331949961455,-414.03331949961455
2022-05-13,-101.45724498212806,-86.80047093807404,-86.80047093807404
2022-05-16,199.07407407407425,209.36374490631889,209.36374490631889
2022-05-17,115.79378068739764,125.7690052527805,125.7690052527805
2022-05-18,2537.586860391661,2510.0294552161427,2510.0294552161427
2022-05-19,-584.9263898044387,-597.7854849350017,-597.7854849350017
2022-05-20,231.99999999999994,218.48365112531948,218.48365112531948
2022-05-23,-67.49049429657798,-103.97988004090075,-103.97988004090075
2022-05-24,-445.9352801894238,-467.3471917030766,-467.3471917030766
2022-05-25,-637.5000000000001,-626.5340803893391,-626.5340803893391
2022-05-26,319.7658210203512,300.726045058596,300.726045058596
2022-05-27,474.983964079538,485.35395601647986,485.35395601647986
2022-05-30,-315.17052136417095,-339.1688017310136,-339.1688017310136
2022-05-31,-323.72214941022276,-339.36697318732735,-339.36697318732735
2022-06-01,514.2690739662203,464.47504346828003,464.47504346828003
2022-06-02,483.70233702337026,451.53436306890995,451.53436306890995
2022-06-03,89.10546467107541,87.45583347604065,87.45583347604065
2022-06-06,-493.8140685754684,-507.1256992979426,-507.1256992979426
2022-06-07,61.12984822934233,13.007995360205419,13.007995360205419
2022-06-08,508.4996304508498,543.9920646476412,543.9920646476412
2022-06-09,-438.7001477104875,-481.48295714883363,-481.48295714883363
2022-06-10,1525.8732212160414,1500.4099797125912,1500.4099797125912
2022-06-13,50.01562988433886,43.967704080557,43.967704080557
2022-06-14,4.39824070371849,-62.41500656089709,-62.41500656089709
2022-06-15,-833.561331509348,-861.2248329009128,-861.2248329009128
2022-06-16,225.58685446009395,142.3261554233781,142.3261554233781
2022-06-17,16.301816488122963,-23.17964394647604,-23.17964394647604
2022-06-20,249.10179640718556,258.5986399639047,258.5986399639047
2022-06-21,-619.0716448032291,-631.1541852455584,-631.1541852455584
2022-06-22,-313.50267379679144,-333.968012185834,-333.968012185834
2022-06-23,425.78548212351023,412.55680704734016,412.55680704734016
2022-06-24,-527.0588235294118,-541.2663375495737,-541.2663375495737
2022-06-27,330.30781373322816,243.04177231164604,243.04177231164604
2022-06-28,-673.7518536826495,-680.6302019644196,-680.6302019644196
2022-06-29,182.95218295218277,178.787077886433,178.787077886433
2022-06-30,219.89944429743323,171.48288379514952,171.48288379514952
2022-07-01,-21.32921174652234,-60.492299229923006,-60.492299229923006
2022-07-04,146.31043256997455,151.48864709792545,151.48864709792545
2022-07-05,-322.5331369661266,-323.4965802860126,-323.4965802860126
2022-07-06,896.8307484828051,814.1274627125107,814.1274627125107
2022-07-07,238.8797364085667,211.7998101179979,211.7998101179979
2022-07-08,286.8061142397425,231.5182837755988,231.5182837755988
2022-07-11,-436.32183908045977,-457.23159196589586,-457.23159196589586
2022-07-12,-477.7562862669246,-481.14139907638673,-481.14139907638673
2022-07-13,-442.92237442922374,-459.1443283160188,-459.1443283160188
2022-07-14,-315.46458739441204,-332.06630154295675,-332.06630154295675
2022-07-15,517.038777908343,494.5930345562812,494.5930345562812
2022-07-18,-395.5857385398981,-402.10268737173845,-402.10268737173845
2022-07-19,1454.478707782673,1424.5242918399977,1424.5242918399977
2022-07-20,-308.27702702702703,-337.02746452162467,-337.02746452162467
2022-07-21,244.6615997104595,200.80456726554493,200.80456726554493
2022-07-22,-154.4144809752493,-177.56762131140704,-177.56762131140704
2022-07-25,160.81081081081075,136.64691392351182,136.64691392351182
2022-07-26,36.36363636363633,-49.51302524570816,-49.51302524570816
2022-07-27,618.5507246376811,604.1784230236491,604.1784230236491
2022-07-28,564.3925574607806,571.7215414411643,571.7215414411643
2022-07-29,84.87972508591062,65.25863670453212,65.25863670453212
2022-08-01,-352.5214081826831,-384.8936145104379,-384.8936145104379
2022-08-02,42.606516290726894,175.91571965078273,175.91571965078273
2022-08-03,613.1996658312447,546.6271748534076,546.6271748534076
2022-08-04,-210.79988449321397,-232.97922129265174,-232.97922129265174
2022-08-05,-154.73684210526315,-146.6023585086742,-146.6023585086742
2022-08-08,7.5566750629723405,-65.47650662825838,-65.47650662825838
2022-08-10,-856.5714285714287,-881.7333947520311,-881.7333947520311
2022-08-11,25.234025234025307,11.69681289892281,11.69681289892281
2022-08-12,280.757097791798,231.66767170082105,231.66767170082105
2022-08-16,84.63251670378624,64.90425134297307,64.90425134297307
2022-08-17,-602.9654036243822,-530.2021624756618,-530.2021624756618
2022-08-18,-51.38888888888893,-63.73362305652186,-63.73362305652186
2022-08-19,376.89075630252097,365.0262536326987,365.0262536326987
2022-08-22,427.7803414859252,431.62741717341714,431.62741717341714
2022-08-23,-158.40386940749707,-122.87344878851466,-122.87344878851466
2022-08-24,342.5728500355367,340.9440631390709,340.9440631390709
2022-08-25,-499.0335051546391,-502.8767697616667,-502.8767697616667
2022-08-26,2089.648798521257,2091.7322121618517,2091.7322121618517
2022-08-29,447.3363155754371,395.45672865921927,395.45672865921927
2022-08-30,-848.2003129890454,-850.97066288615,-850.97066288615
2022-09-01,-211.08865145827323,-240.44806966766123,-240.44806966766123
2022-09-02,-240.06211180124225,-251.2859073108545,-251.2859073108545
2022-09-05,183.08874912648508,165.50228444539616,165.50228444539616
2022-09-06,586.5570599613153,583.4510327081615,583.4510327081615
2022-09-07,579.6703296703297,540.4518352387724,540.4518352387724
2022-09-08,339.7870280735722,291.5503823293108,291.5503823293108
2022-09-09,-370.96774193548396,-370.7218902567798,-370.7218902567798
2022-09-12,245.03311258278146,244.91986348452127,244.91986348452127
2022-09-13,-766.2694775435381,-768.8800940121297,-768.8800940121297
2022-09-14,322.44404113732594,288.5482740651561,288.5482740651561
2022-09-15,266.4728682170542,325.04397565817936,325.04397565817936
2022-09-16,44.65334900117522,-53.39019532019522,-53.39019532019522
2022-09-19,460.0586892729052,480.19842146486445,480.19842146486445
2022-09-20,52.273693157670984,29.862783178371295,29.862783178371295
2022-09-21,94.14990859232172,191.1351261780026,191.1351261780026
2022-09-22,-11.806699615595857,64.99023604782617,64.99023604782617
2022-09-23,460.87680355160944,520.9945948014166,520.9945948014166
2022-09-26,-285.5504587155964,-277.2382894639518,-277.2382894639518
2022-09-27,832.9842931937173,879.5814989139718,879.5814989139718
2022-09-28,-872.8179551122194,-873.8090933537115,-873.8090933537115
2022-09-29,101.93072118114718,87.45518279626255,87.45518279626255
2022-09-30,-105.29914529914534,-186.13861386138612,-186.13861386138612
2022-10-03,-809.5057034220533,-824.580667497705,-824.580667497705
2022-10-04,826.0558339298498,781.5596262367424,781.5596262367424
2022-10-06,103.49940688018991,109.71847592589612,109.71847592589612
2022-10-07,-618.7732971873942,-633.8392912975507,-633.8392912975507
2022-10-10,-151.0822510822511,-196.15559882348066,-196.15559882348066
2022-10-11,-156.36555731642906,-186.1083995723516,-186.1083995723516
2022-10-12,-455.10835913312695,-459.58281659788156,-459.58281659788156
2022-10-13,-712.9411764705883,-709.8429543262832,-709.8429543262832
2022-10-14,-12.745435756114325,-55.85911405923579,-55.85911405923579
2022-10-17,567.3956262425447,568.0838902783237,568.0838902783237
2022-10-18,104.7783534830168,103.90411612754322,103.90411612754322
2022-10-19,506.78371907422206,529.8548881074688,529.8548881074688
2022-10-20,87.71929824561403,92.63345707284903,92.63345707284903
2022-10-21,-854.8700038804811,-838.6549235939134,-838.6549235939134
2022-10-25,-838.5093167701863,-852.9366825571446,-852.9366825571446
2022-10-27,-157.81818181818184,-186.67837286277796,-186.67837286277796
2022-10-28,513.757700205339,491.71831190030997,491.71831190030997
2022-10-31,395.9459459459458,379.34852922678823,379.34852922678823
2022-11-01,-158.95800106326425,-161.2914334911753,-161.2914334911753
2022-11-02,317.68746422438466,257.42574257425736,257.42574257425736
2022-11-03,-35.66878980891716,-22.445490364853214,-22.445490364853214
2022-11-04,359.33048433048424,301.06528290383994,301.06528290383994
2022-11-07,-414.68126207340634,-444.47495844474963,-444.47495844474963
2022-11-09,638.3363471971066,711.3788003657834,711.3788003657834
2022-11-10,-712.9032258064517,-724.0400324973886,-724.0400324973886
2022-11-11,-93.07178631051747,-125.12101961167652,-125.12101961167652
2022-11-14,-361.73089925625425,-364.907978264845,-364.907978264845
2022-11-15,-278.6790266512167,-316.51056997591667,-316.51056997591667
2022-11-16,-513.2905591200732,-550.0093492678715,-550.0093492678715
2022-11-17,-221.90082644628094,-249.91618800706257,-249.91618800706257
2022-11-18,348.90597279716144,339.84526960820136,339.84526960820136
2022-11-21,-239.73607038123168,-197.7078304845412,-197.7078304845412
2022-11-22,213.65914786967417,231.2581729871101,231.2581729871101
2022-11-23,-665.6848306332843,-701.2325284532786,-701.2325284532786
2022-11-24,-190.47619047619048,-213.85703654884637,-213.85703654884637
2022-11-25,-275.58685446009383,-246.23788638810836,-246.23788638810836
2022-11-28,158.26086956521746,162.48924722114438,162.48924722114438
2022-11-29,311.8201595358956,301.96569638655575,301.96569638655575
2022-11-30,1669.3386773547093,1200.4025266029332,1200.4025266029332
2022-12-01,207.54716981132077,159.18504201017737,159.18504201017737
2022-12-02,-27.435610302351655,-38.05976927968042,-38.05976927968042
2022-12-05,-344.9740443605474,-380.9893871352384,-380.9893871352384
2022-12-06,-175.58441558441564,-235.7255644316888,-235.7255644316888
2022-12-07,-286.4424057084607,-252.43694821191613,-252.43694821191613
2022-12-08,122.78761061946908,117.181097812479,117.181097812479
2022-12-09,545.5635491606714,524.5736663218557,524.5736663218557
2022-12-12,59.36073059360739,55.91037626746851,55.91037626746851
2022-12-13,207.8364565587734,196.00885812458696,196.00885812458696
2022-12-14,-84.72803347280329,-156.84795740912085,-156.84795740912085
2022-12-15,303.51758793969833,264.4770728605099,264.4770728605099
2022-12-16,-36.79525222551922,-48.139802860938374,-48.139802860938374
2022-12-19,-504.1436464088397,-538.197441378095,-538.197441378095
2022-12-20,439.4299287410928,465.1686491452699,465.1686491452699
2022-12-21,-592.3970432946146,-536.6830311840049,-536.6830311840049
2022-12-22,354.1329011345218,333.2329060302732,333.2329060302732
2022-12-23,-156.89981096408312,-57.50190403655748,-57.50190403655748
2022-12-26,313.34263133426316,360.3349237940783,360.3349237940783
2022-12-27,-316.4739884393064,-306.6026320176831,-306.6026320176831
2022-12-28,-627.7955271565495,-654.7504841891867,-654.7504841891867
2022-12-29,222.35973597359737,166.02617456175736,166.02617456175736
2022-12-30,-204.4172932330827,-187.2688178239431,-187.2688178239431
2023-01-02,-169.59357752132468,-218.807828941148,-218.807828941148
2023-01-03,-278.8525683789194,-293.0811231297172,-293.0811231297172
2023-01-04,-298.7755102040816,-297.66578344242777,-297.66578344242777
2023-01-05,-73.73271889400921,-87.13790120524035,-87.13790120524035
2023-01-06,-464.2857142857142,-511.63561768646224,-511.63561768646224
2023-01-09,-264.9892933618844,-273.1337377299962,-273.1337377299962
2023-01-10,215.28861154446196,249.84286430972767,249.84286430972767
2023-01-11,-91.81969949916528,-165.16773526967359,-165.16773526967359
2023-01-12,104.56730769230766,65.3729002893281,65.3729002893281
2023-01-13,311.6564417177914,262.0643324429373,262.0643324429373
2023-01-16,77.59626604434062,87.48917723420143,87.48917723420143
2023-01-17,-100.75566750629721,-54.23231163651036,-54.23231163651036
2023-01-18,-509.9394987035436,-469.3520817879833,-469.3520817879833
2023-01-19,-35.06243996157533,-74.96617340692849,-74.96617340692849
2023-01-20,-401.1049723756906,-420.23307528602027,-420.23307528602027
2023-01-23,252.22717149220497,235.36284135710292,235.36284135710292
2023-01-24,373.09292649098484,343.3345059238591,343.3345059238591
2023-01-25,387.6050420168067,358.92256474555734,358.92256474555734
2023-01-27,552.7777777777778,557.1681743037865,557.1681743037865
2023-01-30,128.32369942196524,106.41317049992949,106.41317049992949
2023-01-31,-220.9965766451121,-229.41101088161722,-229.41101088161722
2023-02-01,704.5573598742795,763.8325990634434,763.8325990634434
2023-02-02,265.8227848101265,180.1620212951478,180.1620212951478
2023-02-03,-254.43087829854272,-256.6382201001491,-256.6382201001491
2023-02-06,-97.26603575184018,-138.59841120653044,-138.59841120653044
2023-02-07,-198.54545454545453,-216.37285679787487,-216.37285679787487
2023-02-08,-359.9439775910364,-394.9848410965294,-394.9848410965294
2023-02-09,-297.16193656093486,-311.25909051082095,-311.25909051082095
2023-02-10,-24.898373983739866,-52.45463347596574,-52.45463347596574
2023-02-13,-295.3114065780266,-307.54139541160106,-307.54139541160106
2023-02-14,-339.46488294314383,-350.0134936832695,-350.0134936832695
2023-02-17,-7.800312012480498,-76.55361280808934,-76.55361280808934
2023-02-20,-176.5432098765432,-186.56966691075579,-186.56966691075579
2023-02-21,687.4999999999998,605.2372893379409,605.2372893379409
2023-02-22,-79.42973523421585,-44.362750625859924,-44.362750625859924
2023-02-23,-215.5495978552278,-231.88474536076362,-231.88474536076362
2023-02-24,322.1016561964592,333.37420723639156,333.37420723639156
2023-02-27,54.00130123617444,51.485148514851375,51.485148514851375
2023-02-28,-309.1231178033658,-375.0373113000845,-375.0373113000845
2023-03-01,-251.25628140703515,-284.33497977337237,-284.33497977337237
2023-03-02,-497.53086419753083,-533.9595707023619,-533.9595707023619
2023-03-03,679.6482412060302,745.705272560293,745.705272560293
2023-03-06,-580.6916426512968,-607.5637071903913,-607.5637071903913
2023-03-08,-27.644230769230735,-132.81304601048325,-132.81304601048325
2023-03-09,1095.9478341872382,1048.1494851761067,1048.1494851761067
2023-03-10,79.94640464493081,129.46509579315153,129.46509579315153
2023-03-13,110.40856031128412,144.57603798527012,144.57603798527012
2023-03-14,-655.5142503097894,-673.4220297029702,-673.4220297029702
2023-03-15,-129.68749999999994,-61.14926288011809,-61.14926288011809
2023-03-16,276.9230769230769,291.5033829715765,291.5033829715765
2023-03-17,618.2336182336184,506.4939954071456,506.4939954071456
2023-03-20,239.49211908931704,187.18762261478398,187.18762261478398
2023-03-21,307.6514346439958,311.8638366937261,311.8638366937261
2023-03-22,400.437636761488,367.6028730040633,367.6028730040633
2023-03-23,-111.37440758293839,-136.9325611806464,-136.9325611806464
2023-03-24,-299.6438112199465,-327.834198210818,-327.834198210818
2023-03-27,-378.5211267605634,-423.4505985441751,-423.4505985441751
2023-03-28,-460.5128205128205,-499.1488179430188,-499.1488179430188
2023-03-31,206.46221248630897,194.08592644978788,194.08592644978788
2023-04-03,40.88952654232416,105.36339194264261,105.36339194264261
2023-04-05,-334.8519362186788,-365.22583110852037,-365.22583110852037
2023-04-06,229.1169451073986,236.05906407373786,236.05906407373786
2023-04-10,-477.1897810218978,-501.1572291721396,-501.1572291721396
2023-04-11,6.703910614525077,24.276626650860674,24.276626650860674
2023-04-12,-280.5687203791469,-326.50241768362895,-326.50241768362895
2023-04-13,-442.5947187141217,-491.6342404135362,-491.6342404135362
2023-04-17,31.97492163009401,53.20291065251137,53.20291065251137
2023-04-18,269.4475760992107,189.3362834318245,189.3362834318245
2023-04-19,-320.113314447592,-338.88771855908993,-338.88771855908993
2023-04-20,78.2241014799155,78.54564720686109,78.54564720686109
2023-04-21,-339.3501805054151,-341.174817991664,-341.174817991664
2023-04-24,-79.51987996999256,-102.0062043727825,-102.0062043727825
2023-04-25,-146.69738863287247,-164.65600999352273,-164.65600999352273
2023-04-26,-243.01964839710445,-177.99183248077776,-177.99183248077776
2023-04-27,219.47873799725653,176.5316718587745,176.5316718587745
2023-04-28,706.787330316742,639.2352059216836,639.2352059216836
2023-05-02,653.4040671971707,670.074771806936,670.074771806936
2023-05-03,-448.44844844844846,-362.95750711034907,-362.95750711034907
2023-05-04,-452.5,-448.9296278453112,-448.9296278453112
2023-05-05,-358.8621444201312,-413.92905225366724,-413.92905225366724
2023-05-08,140.08859357696574,111.3531902275086,111.3531902275086
2023-05-09,-288.1355932203389,-329.5850360659335,-329.5850360659335
2023-05-10,120.50209205020926,52.2714036109494,52.2714036109494
2023-05-11,356.7867036011081,342.8754399235997,342.8754399235997
2023-05-12,0.0,78.86628590216648,78.86628590216648
2023-05-15,48.8322717622079,22.90445147686566,22.90445147686566
2023-05-16,146.55870445344124,77.36685237269936,77.36685237269936
2023-05-17,-793.517406962785,-791.5721491286595,-791.5721491286595
2023-05-18,-105.76923076923073,-144.6755090603399,-144.6755090603399
2023-05-19,-185.427135678392,-153.47101431934303,-153.47101431934303
2023-05-22,350.20845741512795,290.4468825260906,290.4468825260906
2023-05-23,606.2075654704171,589.6952478107708,589.6952478107708
2023-05-24,-426.95214105793457,-428.7941622898659,-428.7941622898659
2023-05-25,-26.750972762645915,-7.726114486525585,-7.726114486525585
2023-05-26,870.8590679393599,884.1804116937947,884.1804116937947
2023-05-29,20.819341840161144,-28.473403174068103,-28.473403174068103
2023-05-30,-377.81954887218046,-438.1707319918887,-438.1707319918887
2023-05-31,320.10582010582016,153.6618203134561,153.6618203134561
2023-06-01,-379.184418746196,-407.6544927643067,-407.6544927643067
2023-06-02,-532.5824617860015,-571.6243505538673,-571.6243505538673
2023-06-05,99.82332155477029,63.29514442789161,63.29514442789161
2023-06-06,462.4373956594323,444.13369458005076,444.13369458005076
2023-06-07,142.46823956442833,70.5143685100216,70.5143685100216
2023-06-08,-163.9705882352941,-157.22496887914704,-157.22496887914704
2023-06-09,-177.21518987341776,-197.23339268619935,-197.23339268619935
2023-06-12,-389.1531874405328,-434.55335838292956,-434.55335838292956
2023-06-13,154.5126353790614,121.34511072316587,121.34511072316587
2023-06-14,-453.3468559837728,-433.15084449621435,-433.15084449621435
2023-06-15,-308.62767805442957,-344.7752139498624,-344.7752139498624
2023-06-16,141.713747645951,121.52456182263904,121.52456182263904
2023-06-19,369.4638694638695,374.3128278792692,374.3128278792692
2023-06-20,-52.095130237825536,-74.44328050552505,-74.44328050552505
2023-06-21,-258.13692480359146,-230.10409457493546,-230.10409457493546
2023-06-22,501.27011007620683,515.1607568565968,515.1607568565968
2023-06-23,3.6363636363636878,-43.5984450354105,-43.5984450354105
2023-06-26,317.62917933130706,353.4547207116267,353.4547207116267
2023-06-30,446.00638977635793,492.36347778334135,492.36347778334135
2023-07-03,438.0495603517187,473.03939026996227,473.03939026996227
2023-07-04,332.56528417818754,206.42588202482233,206.42588202482233
2023-07-05,-262.76595744680856,-224.40027521222797,-224.40027521222797
2023-07-06,-170.46029337379863,-173.627305222535,-173.627305222535
2023-07-07,-309.15032679738556,-346.26260294638956,-346.26260294638956
2023-07-10,-397.95114263199366,-441.96174345451715,-441.96174345451715
2023-07-11,438.095238095238,366.06113156613316,366.06113156613316
2023-07-12,-723.6084452975048,-746.3755739792807,-746.3755739792807
2023-07-13,-361.3996719518863,-391.57822967925523,-391.57822967925523
2023-07-14,20.557029177718793,-31.987199365722585,-31.987199365722585
2023-07-17,460.1557819053324,505.45052956108924,505.45052956108924
2023-07-18,-247.12202609363018,-313.0602358848316,-313.0602358848316
2023-07-19,-178.79161528976573,-217.48897578833507,-217.48897578833507
2023-07-20,-306.86475409836055,-345.26578871479387,-345.26578871479387
2023-07-21,305.3291536050156,266.12675092394034,266.12675092394034
2023-07-24,-247.6933995741661,-227.21589565099868,-227.21589565099868
2023-07-25,-270.72192513368987,-277.52933564289043,-277.52933564289043
2023-07-28,-67.70579639551879,-98.67128983760206,-98.67128983760206
2023-07-31,57.54950495049512,2.5259929181983507,2.5259929181983507
2023-08-01,709.6069868995633,703.4871513252464,703.4871513252464
2023-08-02,886.0062893081762,835.4335723315426,835.4335723315426
2023-08-03,-268.74340021119326,-281.57785957522185,-281.57785957522185
2023-08-04,187.7116594097727,178.7117513989761,178.7117513989761
2023-08-07,-9.481668773704172,-38.89174844922862,-38.89174844922862
2023-08-08,95.2380952380952,93.10497427327778,93.10497427327778
2023-08-09,-407.8794901506373,-386.48241830310855,-386.48241830310855
2023-08-10,226.23906705539366,258.47821002572664,258.47821002572664
2023-08-11,928.9693593314764,1055.3571685180125,1055.3571685180125
2023-08-14,-681.6390858944051,-659.7200302858372,-659.7200302858372
2023-08-16,-289.47368421052624,-281.0228936926562,-281.0228936926562
2023-08-17,480.54919908466815,469.9449976602317,469.9449976602317
2023-08-18,16.224986479177932,56.70731030502151,56.70731030502151
2023-08-21,81.10599078341012,94.68883433584247,94.68883433584247
2023-08-22,-39.37007874015749,-83.4012813046012,-83.4012813046012
2023-08-23,975.6427604871446,1024.8915912838709,1024.8915912838709
2023-08-24,578.5813630041725,551.4475644117742,551.4475644117742
2023-08-25,-332.7991452991452,-327.38181015324113,-327.38181015324113
2023-08-28,-780.2197802197802,-788.6526145257257,-788.6526145257257
2023-08-30,-100.76670317634176,-194.76690411208418,-194.76690411208418
2023-08-31,172.72727272727278,58.59004608701388,58.59004608701388
2023-09-01,305.3097345132744,273.17580630604255,273.17580630604255
2023-09-04,-36.80430879712755,-33.54514555933224,-33.54514555933224
2023-09-05,-156.6443949517446,-113.58750501802747,-113.58750501802747
2023-09-06,-511.53324287652646,-515.6788563738484,-515.6788563738484
2023-09-07,123.87280493592797,133.14331195984212,133.14331195984212
2023-09-08,276.3241863433313,255.189264907198,255.189264907198
2023-09-11,521.2698412698412,523.3670608275648,523.3670608275648
2023-09-12,263.428991905813,235.59914869991658,235.59914869991658
2023-09-13,425.2100840336134,474.0114643043252,474.0114643043252
2023-09-14,-202.21066319895974,-205.12816371359816,-205.12816371359816
2023-09-15,-367.0820353063343,-391.5705496898237,-391.5705496898237
2023-09-18,893.9179632248939,885.0632617077756,885.0632617077756
2023-09-20,1016.4512338425382,1225.6651465639175,1225.6651465639175
2023-09-21,85.57588805166834,36.24324493528318,36.24324493528318
2023-09-22,165.3136531365314,159.45746158326247,159.45746158326247
2023-09-25,-105.18590998043052,-109.29053952260723,-109.29053952260723
2023-09-26,624.612202688728,568.4178569879659,568.4178569879659
2023-09-27,53.97448478900883,40.79646880944248,40.79646880944248
2023-09-28,-310.6343283582089,-314.9515259145413,-314.9515259145413
2023-09-29,-563.2946379215036,-587.5625212500563,-587.5625212500563
2023-10-03,1088.6162235855488,1060.6792349553516,1060.6792349553516
2023-10-04,756.9124423963134,852.5425358069789,852.5425358069789
2023-10-05,178.57142857142858,178.67863914050972,178.67863914050972
2023-10-06,-580.8743169398907,-581.3459411336229,-581.3459411336229
2023-10-09,-557.7043044291953,-572.9724822031474,-572.9724822031474
